household_key,TotalBaskets,TotalSpent,FirstWeek,LastWeek,ActiveWeeks,LoyaltyScore
1310,34,857.98,14,100,28,29171.32
1311,17,685.63,12,87,14,11655.71
1312,134,5055.88,10,101,59,677487.92
1313,30,1030.97,17,101,26,30929.100000000002
1314,421,14330.4,7,102,96,6033098.399999999
1315,5,645.36,9,90,5,3226.8
1316,58,3736.48,2,100,46,216715.84
1317,196,4065.2400000000002,4,102,88,796787.04
1318,74,5583.96,14,100,65,413213.04
1319,48,1059.79,6,98,41,50869.92
1320,14,360.43,5,102,12,5046.02
1321,204,1888.13,11,102,74,385178.52
1322,16,260.65,11,99,15,4170.4
1323,11,297.05,7,102,9,3267.55
1324,42,2667.23,12,101,39,112023.66
1325,64,2835.9900000000002,12,102,44,181503.36000000002
1326,394,8831.21,12,102,86,3479496.7399999998
1327,9,477.17,17,59,9,4294.53
1328,96,2544.89,9,102,42,244309.44
1329,31,1546.05,7,101,27,47927.549999999996
1330,86,2177.55,6,102,53,187269.30000000002
1331,105,1821.03,3,98,56,191208.15
1332,60,2047.26,9,102,50,122835.6
1333,129,7709.85,11,101,75,994570.65
1334,57,629.58,14,100,28,35886.060000000005
1335,31,978.87,17,99,24,30344.97
1336,123,6035.21,7,102,77,742330.83
1337,244,11500.76,16,102,86,2806185.44
1338,189,1783.98,8,102,48,337172.22000000003
1339,6,390.15999999999997,8,101,6,2340.96
1340,57,512.53,8,100,44,29214.21
1341,13,434.77,7,92,11,5652.01
1342,12,160.01999999999998,8,98,11,1920.2399999999998
1343,12,267.19,14,96,10,3206.2799999999997
1344,27,2728.78,13,99,25,73677.06000000001
1345,56,1348.56,1,99,43,75519.36
1346,80,1174.31,14,102,47,93944.79999999999
1347,131,3360.34,10,102,63,440204.54000000004
1348,23,324.22,13,90,21,7457.06
1349,202,5380.22,7,102,80,1086804.44
1350,131,2568.6,7,102,53,336486.6
1351,91,564.4,1,100,63,51360.4
1352,138,5398.95,17,102,75,745055.1
1353,132,4019.91,3,101,79,530628.12
1354,87,2534.76,11,102,61,220524.12000000002
1355,14,547.82,4,102,9,7669.4800000000005
1356,86,2239.34,2,101,63,192583.24000000002
1357,87,3061.9,9,102,76,266385.3
1358,123,2466.68,12,102,35,303401.63999999996
1359,76,1192.68,9,102,51,90643.68000000001
1360,23,630.1899999999999,9,97,23,14494.369999999999
1361,11,608.58,2,102,11,6694.38
1362,61,1418.76,16,100,48,86544.36
1363,58,4075.4,11,102,36,236373.2
1364,145,2466.05,1,102,81,357577.25
1365,9,103.65,5,56,7,932.85
1366,256,4242.62,11,101,85,1086110.72
1367,352,12125.48,4,102,94,4268168.96
1368,32,2766.9700000000003,14,101,29,88543.04000000001
1369,144,3105.71,3,102,77,447222.24
1370,86,8531.89,13,102,84,733742.5399999999
1371,45,835.71,2,77,31,37606.950000000004
1372,25,1337.07,3,95,23,33426.75
1373,40,657.52,8,101,36,26300.8
1374,99,2841.56,11,102,64,281314.44
1375,122,3745.41,17,102,67,456940.01999999996
1376,235,11041.41,15,102,83,2594731.35
1377,35,791.34,1,101,30,27696.9
1378,121,6933.72,6,102,79,838980.12
1379,509,13995.22,12,102,91,7123566.9799999995
1380,25,349.81,2,98,21,8745.25
1381,49,134.4,17,101,27,6585.6
1382,116,3082.47,4,102,69,357566.51999999996
1383,128,1532.65,13,101,69,196179.2
1384,33,827.46,14,100,30,27306.18
1385,112,5637.51,9,100,59,631401.12
1386,8,111.15,16,95,8,889.2
1387,66,2057.95,6,101,53,135824.69999999998
1388,151,6949.16,3,102,79,1049323.16
1389,41,2841.16,17,101,32,116487.56
1390,211,4879.86,3,101,64,1029650.46
1391,169,8105.74,4,102,84,1369870.06
1392,109,2315.07,11,95,58,252342.63
1393,203,5950.89,9,102,89,1208030.6700000002
1394,151,4391.58,18,102,72,663128.58
1395,40,1142.42,12,102,29,45696.8
1396,229,7177.06,9,89,72,1643546.74
1397,283,5707.6,15,102,88,1615250.8
1398,20,404.96000000000004,14,100,19,8099.200000000001
1399,33,1032.63,17,102,30,34076.79
1400,11,284.31,16,101,10,3127.41
1401,52,587.37,12,98,41,30543.24
1402,165,2245.76,9,102,84,370550.4
1403,151,3673.26,11,98,60,554662.26
1404,44,1248.19,9,101,32,54920.36
1405,55,2480.88,10,101,38,136448.4
1406,116,3790.44,12,102,60,439691.04
1407,35,1615.94,13,101,26,56557.9
1408,57,1055.29,13,99,44,60151.53
1409,87,4324.03,13,102,65,376190.61
1410,45,2525.94,6,100,28,113667.3
1411,6,131.51999999999998,16,64,5,789.1199999999999
1412,77,4053.15,2,101,58,312092.55
1413,27,344.06,14,101,20,9289.62
1414,17,274.03,17,102,14,4658.509999999999
1415,27,271.41,11,101,23,7328.070000000001
1416,6,91.65,7,99,4,549.9000000000001
1417,75,3703.93,11,102,39,277794.75
1418,78,2735.2,8,102,64,213345.59999999998
1419,524,7634.57,10,102,92,4000514.6799999997
1420,79,3891.97,7,94,48,307465.63
1421,218,5535.2,3,102,97,1206673.5999999999
1422,11,481.77,7,102,8,5299.469999999999
1423,189,1695.76,16,100,78,320498.64
1424,57,595.22,18,94,40,33927.54
1425,131,3828.6,16,102,66,501546.6
1426,65,2330.87,2,101,46,151506.55
1427,83,2640.4700000000003,8,102,44,219159.01
1428,164,4911.53,14,101,73,805490.9199999999
1429,83,818.5600000000001,17,102,54,67940.48000000001
1430,344,20352.99,12,102,90,7001428.5600000005
1431,155,2718.4,16,102,73,421352.0
1432,9,336.95,2,102,9,3032.5499999999997
1433,8,70.04,7,99,7,560.32
1434,220,4160.33,16,102,79,915272.6
1435,13,511.78000000000003,7,89,11,6653.14
1436,8,134.89000000000001,16,86,6,1079.1200000000001
1437,99,4775.56,4,99,61,472780.44000000006
1438,41,2130.77,2,101,32,87361.56999999999
1439,33,555.56,13,95,23,18333.48
1440,100,2551.58,14,102,58,255158.0
1441,13,401.47,4,91,12,5219.110000000001
1442,29,312.5,9,99,15,9062.5
1443,182,2221.48,13,102,67,404309.36
1444,23,323.99,6,89,15,7451.77
1445,178,5130.59,12,102,77,913245.02
1446,44,2095.83,17,101,38,92216.51999999999
1447,40,604.95,6,102,31,24198.0
1448,80,1927.33,15,94,35,154186.4
1449,39,405.83,16,90,28,15827.369999999999
1450,90,1647.2,14,99,38,148248.0
1451,260,6700.05,17,102,81,1742013.0
1452,374,1884.05,8,101,93,704634.7
1453,761,21661.29,15,102,87,16484241.690000001
1454,154,4934.0,14,102,62,759836.0
1455,14,820.1800000000001,3,38,11,11482.52
1456,69,1506.5,17,99,42,103948.5
1457,39,2667.34,8,100,27,104026.26000000001
1458,126,3480.63,14,101,69,438559.38
1459,79,4769.04,10,101,47,376754.16
1460,57,2455.68,11,94,42,139973.75999999998
1461,290,7246.2,5,102,91,2101398.0
1462,120,4830.0,13,101,75,579600.0
1463,139,3460.15,5,102,76,480960.85000000003
1464,76,2474.4,13,97,52,188054.4
1465,56,1038.52,4,101,40,58157.119999999995
1466,38,1029.47,1,101,29,39119.86
1467,835,2957.82,2,102,72,2469779.7
1468,81,4131.73,7,82,47,334670.12999999995
1469,44,1160.0,4,79,28,51040.0
1470,133,1991.33,16,102,67,264846.89
1471,32,486.72,8,96,29,15575.04
1472,4,269.53999999999996,13,60,3,1078.1599999999999
1473,118,4339.15,16,102,67,512019.69999999995
1474,72,2445.87,13,102,46,176102.63999999998
1475,339,14855.210000000001,16,102,87,5035916.19
1476,356,9481.75,6,102,88,3375503.0
1477,15,279.2,10,95,15,4188.0
1478,6,88.59,17,74,5,531.54
1479,716,9129.23,4,102,98,6536528.68
1480,27,152.20999999999998,13,96,23,4109.669999999999
1481,164,3298.77,13,102,71,540998.28
1482,18,1042.35,6,86,16,18762.3
1483,112,4725.27,1,102,66,529230.24
1484,106,3209.39,16,102,67,340195.33999999997
1485,66,2187.88,4,100,49,144400.08000000002
1486,14,548.32,14,100,13,7676.4800000000005
1487,38,1471.28,16,101,24,55908.64
1488,76,3246.92,14,100,52,246765.92
1489,536,17251.53,10,102,91,9246820.08
1490,208,5064.7,1,102,93,1053457.5999999999
1491,289,5635.97,12,102,90,1628795.33
1492,95,1226.29,3,102,72,116497.55
1493,25,943.13,17,101,22,23578.25
1494,85,2595.09,11,101,45,220582.65000000002
1495,165,1779.86,12,101,82,293676.89999999997
1496,12,852.95,15,95,10,10235.400000000001
1497,9,527.3000000000001,14,100,8,4745.700000000001
1498,26,960.1800000000001,12,95,24,24964.68
1499,89,2106.09,16,102,58,187442.01
1500,54,1051.1200000000001,17,100,28,56760.48
1501,205,8490.73,14,101,80,1740599.65
1502,47,2160.82,5,98,40,101558.54000000001
1503,18,117.69,7,95,16,2118.42
1504,3,66.33,12,29,3,198.99
1505,103,4053.23,17,94,60,417482.69
1506,144,2389.2,7,102,80,344044.8
1507,26,1499.3700000000001,15,101,23,38983.62
1508,81,1849.2,7,96,57,149785.2
1509,204,6452.83,9,102,88,1316377.32
1510,1300,11211.37,12,102,90,14574781.000000002
1511,149,3740.16,11,101,83,557283.84
1512,93,1674.23,4,102,52,155703.39
1513,64,931.89,9,102,46,59640.96
1514,57,2355.31,14,101,43,134252.66999999998
1515,99,4158.2,8,102,58,411661.8
1516,15,189.66,20,72,12,2844.9
1517,135,3871.04,11,102,74,522590.4
1518,34,1373.77,9,97,25,46708.18
1519,30,2425.66,6,99,27,72769.79999999999
1520,142,3839.36,15,102,76,545189.12
1521,43,753.95,13,96,24,32419.850000000002
1522,35,1086.56,14,91,25,38029.6
1523,67,1668.3,13,98,26,111776.09999999999
1524,60,2800.81,13,102,37,168048.6
1525,38,1645.25,9,99,25,62519.5
1526,199,2901.09,11,102,82,577316.91
1527,321,17295.18,5,102,97,5551752.78
1528,239,8086.55,8,102,91,1932685.45
1529,244,9025.51,14,102,83,2202224.44
1530,48,879.9300000000001,16,102,37,42236.64
1531,45,978.91,11,102,33,44050.95
1532,86,1916.02,8,96,37,164777.72
1533,22,255.24,13,101,20,5615.280000000001
1534,313,8449.68,16,102,85,2644749.8400000003
1535,247,8453.65,12,102,77,2088051.5499999998
1536,164,6960.1900000000005,7,102,78,1141471.1600000001
1537,148,2878.58,8,99,63,426029.83999999997
1538,32,504.92,10,102,23,16157.44
1539,10,79.41,13,97,9,794.0999999999999
1540,143,3598.69,15,102,64,514612.67
1541,102,7743.35,17,101,72,789821.7000000001
1542,116,1969.93,4,101,71,228511.88
1543,84,2612.4,16,98,43,219441.6
1544,54,2457.93,4,99,38,132728.22
1545,174,3948.53,10,102,80,687044.2200000001
1546,113,4095.37,17,101,56,462776.81
1547,289,2222.05,7,102,61,642172.4500000001
1548,112,3850.53,5,102,61,431259.36000000004
1549,177,1988.91,2,102,91,352037.07
1550,338,2542.45,9,102,50,859348.1
1551,18,800.11,2,100,13,14401.98
1552,35,1084.76,13,100,32,37966.6
1553,16,140.84,3,100,8,2253.44
1554,46,982.76,4,101,27,45206.96
1555,89,1446.54,9,100,57,128742.06
1556,138,3799.8,14,102,78,524372.4
1557,195,6528.36,14,102,82,1273030.2
1558,145,4487.1,1,102,82,650629.5
1559,60,2725.42,3,101,34,163525.2
1560,44,1209.04,16,101,36,53197.759999999995
1561,6,401.40999999999997,13,88,4,2408.46
1562,39,1198.02,14,102,31,46722.78
1563,113,4754.88,16,100,57,537301.4400000001
1564,36,437.77,7,96,28,15759.72
1565,31,447.90999999999997,9,94,27,13885.21
1566,347,10567.710000000001,14,102,64,3666995.37
1567,155,2124.23,17,102,65,329255.65
1568,81,4575.94,16,102,58,370651.13999999996
1569,104,1345.59,3,102,52,139941.36
1570,51,2389.96,16,96,35,121887.96
1571,49,567.87,9,102,36,27825.63
1572,52,2544.41,16,102,32,132309.32
1573,96,372.87,14,100,33,35795.520000000004
1574,28,3616.03,16,94,22,101248.84000000001
1575,55,1642.49,13,102,45,90336.95
1576,18,471.11,3,99,18,8479.98
1577,82,3794.61,11,100,54,311158.02
1578,94,2846.81,17,100,55,267600.14
1579,600,12695.25,3,102,98,7617150.0
1580,201,1771.02,8,102,62,355975.02
1581,28,1249.26,63,102,21,34979.28
1582,37,1907.02,15,87,27,70559.74
1583,20,338.28000000000003,13,99,16,6765.6
1584,317,7435.38,2,102,89,2357015.46
1585,150,9353.85,10,101,74,1403077.5
1586,72,2237.21,14,102,55,161079.12
1587,68,714.61,13,102,47,48593.48
1588,234,5199.9800000000005,15,102,75,1216795.32
1589,18,341.54,12,102,16,6147.72
1590,152,8033.79,1,101,83,1221136.08
1591,111,4844.96,4,102,62,537790.56
1592,52,2371.59,15,102,39,123322.68000000001
1593,43,1789.1000000000001,11,100,36,76931.3
1594,118,2986.13,17,101,47,352363.34
1595,139,5644.07,7,102,74,784525.73
1596,28,2154.63,12,102,23,60329.64
1597,54,801.63,13,101,38,43288.02
1598,445,11516.83,16,102,80,5124989.35
1599,182,6161.21,4,102,83,1121340.22
1600,64,914.7,6,102,37,58540.8
1601,23,1288.54,2,102,19,29636.42
1602,159,6425.14,11,102,77,1021597.26
1603,11,492.72,15,82,11,5419.92
1604,156,818.41,16,102,79,127671.95999999999
1605,57,729.22,15,101,37,41565.54
1606,21,1131.91,16,100,18,23770.11
1607,138,3882.88,10,102,68,535837.4400000001
1608,40,1399.89,12,99,28,55995.600000000006
1609,412,27859.68,7,102,95,11478188.16
1610,11,164.49,13,67,6,1809.39
1611,51,677.46,11,102,32,34550.46
1612,151,8429.05,5,102,73,1272786.5499999998
1613,136,6699.49,6,102,72,911130.64
1614,75,518.16,13,100,53,38862.0
1615,42,869.28,7,95,33,36509.76
1616,38,1235.72,3,91,31,46957.36
1617,104,4067.8,1,99,47,423051.2
1618,99,4562.48,18,102,60,451685.51999999996
1619,185,4454.7300000000005,14,102,83,824125.05
1620,337,9219.35,10,102,86,3106920.95
1621,90,3231.48,14,102,49,290833.2
1622,106,3844.31,5,102,71,407496.86
1623,180,4733.62,17,102,58,852051.6
1624,82,1567.81,16,98,48,128560.42
1625,41,464.64,16,101,28,19050.239999999998
1626,2,42.959999999999994,16,63,2,85.91999999999999
1627,114,3484.02,10,102,54,397178.27999999997
1628,18,546.78,10,101,13,9842.039999999999
1629,9,590.71,1,95,9,5316.39
1630,188,9265.32,15,102,88,1741880.16
1631,353,10427.21,15,102,88,3680805.13
1632,64,2104.91,11,97,47,134714.24
1633,219,10162.78,2,102,92,2225648.8200000003
1634,85,4616.14,6,102,63,392371.9
1635,20,128.98,14,95,14,2579.6
1636,22,1197.77,11,102,10,26350.94
1637,66,1170.13,11,102,41,77228.58
1638,51,552.18,17,100,42,28161.179999999997
1639,110,2578.1,12,102,53,283591.0
1640,151,4410.1,11,102,64,665925.1000000001
1641,47,577.62,13,102,31,27148.14
1642,125,2096.12,4,101,82,262015.0
1643,46,1461.3999999999999,11,101,31,67224.4
1644,26,397.48,17,102,9,10334.48
1645,8,296.52,17,96,6,2372.16
1646,68,1553.53,8,101,43,105640.04
1647,12,50.49,8,97,9,605.88
1648,116,5250.36,9,98,54,609041.76
1649,48,1132.4,16,102,36,54355.200000000004
1650,106,2259.16,17,101,57,239470.96
1651,65,2025.08,5,102,48,131630.19999999998
1652,39,946.0,2,102,29,36894.0
1653,541,19153.75,14,102,89,10362178.75
1654,40,786.53,8,98,29,31461.199999999997
1655,41,502.77,2,102,15,20613.57
1656,10,458.22,5,95,10,4582.200000000001
1657,50,647.9,16,98,19,32395.0
1658,69,1778.67,14,102,46,122728.23000000001
1659,130,2820.61,14,102,68,366679.3
1660,62,2045.5,9,101,40,126821.0
1661,44,1425.4,8,102,25,62717.600000000006
1662,83,8617.94,13,101,61,715289.02
1663,196,1834.06,14,102,72,359475.76
1664,41,2194.31,12,100,22,89966.70999999999
1665,108,1556.84,7,102,59,168138.72
1666,82,1078.47,17,97,46,88434.54000000001
1667,42,891.1,7,101,22,37426.200000000004
1668,94,2283.69,15,100,56,214666.86000000002
1669,10,297.97,5,101,9,2979.7000000000003
1670,19,96.48,4,90,16,1833.1200000000001
1671,38,1420.41,11,102,33,53975.58
1672,75,1718.0800000000002,5,101,47,128856.00000000001
1673,110,4773.85,15,100,53,525123.5
1674,8,120.28,9,61,7,962.24
1675,102,4862.09,9,91,69,495933.18
1676,97,5203.43,17,102,58,504732.71
1677,193,12559.61,3,101,91,2424004.73
1678,79,2613.9900000000002,18,101,43,206505.21000000002
1679,47,276.13,5,102,15,12978.11
1680,51,2039.68,10,99,40,104023.68000000001
1681,90,2602.2799999999997,9,93,46,234205.19999999998
1682,10,158.93,12,101,8,1589.3000000000002
1683,86,1920.99,4,101,59,165205.14
1684,50,1449.58,10,102,38,72479.0
1685,97,1571.37,7,102,60,152422.88999999998
1686,95,1313.76,16,102,66,124807.2
1687,106,3766.27,14,101,66,399224.62
1688,36,971.12,12,98,26,34960.32
1689,122,2711.79,2,102,71,330838.38
1690,59,1508.04,14,100,38,88974.36
1691,50,2283.69,14,102,40,114184.5
1692,150,2017.18,3,102,72,302577.0
1693,164,8354.55,16,102,82,1370146.2
1694,249,8055.47,16,102,83,2005812.03
1695,160,1174.56,5,102,73,187929.59999999998
1696,62,2640.01,15,101,46,163680.62000000002
1697,42,949.01,16,100,34,39858.42
1698,38,1757.51,11,101,26,66785.38
1699,29,1064.84,13,100,21,30880.359999999997
1700,33,1606.69,11,97,21,53020.770000000004
1701,31,1390.28,12,98,25,43098.68
1702,30,1927.05,16,94,21,57811.5
1703,233,4648.88,17,102,68,1083189.04
1704,46,400.83,2,102,25,18438.18
1705,176,1805.93,6,102,75,317843.68
1706,18,360.07,11,99,14,6481.26
1707,749,6580.49,3,102,99,4928787.01
1708,58,3571.6,14,101,45,207152.8
1709,87,2141.64,11,102,48,186322.68
1710,215,11984.59,3,101,84,2576686.85
1711,11,664.98,10,93,10,7314.780000000001
1712,33,728.93,17,99,16,24054.69
1713,37,1733.81,3,101,30,64150.97
1714,9,264.72,6,94,8,2382.4800000000005
1715,53,983.53,4,102,45,52127.09
1716,180,1950.26,14,101,56,351046.8
1717,88,1757.9,9,102,66,154695.2
1718,35,868.6899999999999,6,102,27,30404.149999999998
1719,83,3402.4500000000003,11,102,41,282403.35000000003
1720,142,5755.6900000000005,12,101,79,817307.9800000001
1721,17,339.59000000000003,17,102,15,5773.030000000001
1722,258,11229.710000000001,4,102,82,2897265.18
1723,86,4469.22,2,98,54,384352.92000000004
1724,95,2626.98,11,99,60,249563.1
1725,19,826.74,13,102,16,15708.06
1726,182,8131.91,8,102,86,1480007.6199999999
1727,2,149.01,16,18,2,298.02
1728,21,1517.18,16,102,18,31860.780000000002
1729,85,2910.61,6,102,54,247401.85
1730,167,3509.78,6,102,89,586133.26
1731,72,3451.81,10,101,45,248530.32
1732,98,3427.3,16,101,56,335875.4
1733,34,1487.3700000000001,2,102,27,50570.58
1734,19,161.78,16,97,16,3073.82
1735,93,3902.77,16,102,49,362957.61
1736,22,374.48,15,91,19,8238.560000000001
1737,27,350.94,13,98,21,9475.38
1738,62,1379.36,4,98,46,85520.31999999999
1739,34,778.4,14,102,27,26465.6
1740,390,11938.2,14,102,65,4655898.0
1741,15,161.99,17,100,14,2429.8500000000004
1742,282,2140.1,11,101,90,603508.2
1743,43,1168.94,11,101,36,50264.420000000006
1744,58,1088.62,11,101,45,63139.95999999999
1745,125,2591.48,2,101,74,323935.0
1746,49,2177.16,4,94,28,106680.84
1747,92,3066.6,7,101,54,282127.2
1748,247,5161.78,17,102,84,1274959.66
1749,122,4209.35,14,101,67,513540.70000000007
1750,20,736.42,13,96,18,14728.4
1751,142,4142.87,3,102,64,588287.54
1752,196,6593.81,9,102,80,1292386.76
1753,456,2964.05,14,102,79,1351606.8
1754,209,4120.16,6,101,83,861113.44
1755,31,1202.51,11,100,25,37277.81
1756,67,3344.29,9,102,41,224067.43
1757,10,253.11,6,66,6,2531.1000000000004
1758,70,2041.93,4,100,47,142935.1
1759,219,4009.62,17,102,63,878106.78
1760,53,563.64,3,101,34,29872.92
1761,31,1845.46,15,102,27,57209.26
1762,344,15360.14,14,102,88,5283888.16
1763,149,3919.37,12,101,67,583986.13
1764,135,11412.2,16,102,60,1540647.0
1765,62,2949.01,12,99,39,182838.62000000002
1766,38,460.68,13,102,22,17505.84
1767,485,9204.22,3,102,82,4464046.699999999
1768,70,1522.47,17,102,45,106572.90000000001
1769,156,7447.28,3,102,77,1161775.68
1770,477,8793.19,8,102,86,4194351.63
1771,11,532.2,4,93,11,5854.200000000001
1772,97,2452.88,5,89,59,237929.36000000002
1773,91,3356.9,11,101,57,305477.9
1774,66,5012.46,12,101,56,330822.36
1775,211,9485.14,17,102,81,2001364.5399999998
1776,231,3724.2599999999998,17,99,73,860304.0599999999
1777,75,1169.97,15,102,49,87747.75
1778,259,9336.3,13,102,88,2418101.6999999997
1779,109,3508.58,6,101,71,382435.22
1780,43,1413.68,4,98,29,60788.240000000005
1781,93,3228.57,11,100,60,300257.01
1782,37,1742.8500000000001,10,102,30,64485.450000000004
1783,91,4125.89,8,101,54,375455.99000000005
1784,40,1980.6200000000001,5,100,37,79224.8
1785,75,1555.7,11,102,52,116677.5
1786,44,409.73,11,94,29,18028.120000000003
1787,61,1097.5,6,100,36,66947.5
1788,152,9072.28,15,102,77,1378986.56
1789,23,293.19,2,98,20,6743.37
1790,47,1978.83,11,102,40,93005.01
1791,140,2970.1,15,102,68,415814.0
1792,126,3140.33,11,102,39,395681.58
1793,63,1888.55,4,102,45,118978.65
1794,77,3594.48,2,101,51,276774.96
1795,1138,9751.73,13,102,90,11097468.74
1796,60,2601.06,11,101,43,156063.6
1797,115,5551.49,11,102,77,638421.35
1798,42,2457.51,15,101,32,103215.42000000001
1799,52,395.46999999999997,9,100,38,20564.44
1800,85,3667.31,8,102,51,311721.35
1801,64,758.74,15,102,43,48559.36
1802,52,4835.4400000000005,16,100,46,251442.88000000003
1803,216,14420.9,3,102,95,3114914.4
1804,311,10251.19,15,102,87,3188120.0900000003
1805,77,792.2,11,102,51,60999.4
1806,139,3979.6,7,102,77,553164.4
1807,212,7773.21,18,101,75,1647920.52
1808,96,1824.33,5,101,55,175135.68
1809,61,1509.41,3,101,48,92074.01000000001
1810,266,4025.59,14,101,77,1070806.94
1811,16,852.5600000000001,14,98,12,13640.960000000001
1812,104,1948.99,17,102,60,202694.96
1813,4,233.45,17,100,4,933.8
1814,52,4107.85,15,101,37,213608.2
1815,89,4405.47,18,102,51,392086.83
1816,160,3869.51,10,102,78,619121.6000000001
1817,48,1024.72,16,102,34,49186.56
1818,72,1333.43,3,102,31,96006.96
1819,68,1446.23,17,102,46,98343.64
1820,77,4208.08,17,95,42,324022.16
1821,128,4937.2699999999995,5,101,57,631970.5599999999
1822,218,3516.44,11,102,72,766583.92
1823,377,12268.85,17,102,84,4625356.45
1824,165,3117.11,10,102,73,514323.15
1825,43,1831.84,10,85,32,78769.12
1826,111,1994.47,12,102,65,221386.17
1827,41,682.23,3,102,25,27971.43
1828,86,5813.77,1,82,43,499984.22000000003
1829,320,6618.55,13,102,87,2117936.0
1830,1,39.440000000000005,11,11,1,39.440000000000005
1831,166,5562.06,16,101,72,923301.9600000001
1832,55,1357.55,14,101,47,74665.25
1833,83,2991.81,3,102,57,248320.22999999998
1834,135,3769.5,13,95,62,508882.5
1835,310,10995.71,2,102,96,3408670.0999999996
1836,93,2991.96,10,101,61,278252.28
1837,160,7528.5,11,102,67,1204560.0
1838,34,1179.61,16,98,29,40106.74
1839,99,1764.15,17,102,68,174650.85
1840,37,337.21,14,80,19,12476.769999999999
1841,32,2401.78,15,101,31,76856.96
1842,19,906.65,17,101,18,17226.35
1843,42,770.15,1,98,27,32346.3
1844,83,1523.8,14,102,58,126475.4
1845,151,12647.61,8,102,87,1909789.11
1846,25,690.39,15,102,18,17259.75
1847,103,2678.71,15,102,60,275907.13
1848,110,10848.11,16,102,74,1193292.1
1849,162,2666.5,7,102,73,431973.0
1850,223,6882.11,17,102,76,1534710.53
1851,41,1255.55,4,100,27,51477.549999999996
1852,317,9800.02,2,100,75,3106606.3400000003
1853,36,274.39,7,101,26,9878.039999999999
1854,273,7631.72,7,102,89,2083459.56
1855,11,251.95,9,99,10,2771.45
1856,459,4661.53,3,102,99,2139642.27
1857,82,1755.3,5,102,48,143934.6
1858,67,2860.07,14,101,53,191624.69
1859,35,1791.28,16,102,29,62694.799999999996
1860,58,753.4200000000001,14,91,40,43698.36
1861,123,1868.45,2,102,61,229819.35
1862,142,2210.04,11,98,59,313825.68
1863,14,411.45,2,68,10,5760.3
1864,164,16941.58,15,102,81,2778419.12
1865,161,6651.93,4,102,92,1070960.73
1866,15,159.05,16,94,14,2385.75
1867,75,1093.51,11,101,26,82013.25
1868,39,700.96,5,102,29,27337.440000000002
1869,119,3630.62,11,102,70,432043.77999999997
1870,37,303.6,8,99,34,11233.2
1871,20,547.41,13,101,17,10948.199999999999
1872,162,3762.9700000000003,8,102,73,609601.14
1873,269,5686.82,4,102,83,1529754.5799999998
1874,33,834.29,17,100,26,27531.57
1875,44,909.05,11,100,25,39998.2
1876,5,86.19,11,101,5,430.95
1877,64,1975.04,5,102,44,126402.56
1878,35,625.64,2,101,20,21897.399999999998
1879,274,4861.95,15,102,85,1332174.3
1880,36,773.39,10,99,27,27842.04
1881,119,2913.96,16,101,70,346761.24
1882,26,405.54,10,98,16,10544.04
1883,126,2460.98,7,101,64,310083.48
1884,30,592.73,12,102,21,17781.9
1885,13,265.35,17,102,10,3449.55
1886,31,406.25,3,98,18,12593.75
1887,88,876.88,5,101,55,77165.44
1888,11,135.61,11,75,6,1491.71
1889,46,1803.8,15,100,37,82974.8
1890,51,1934.45,12,102,39,98656.95
1891,38,1344.71,14,102,28,51098.98
1892,307,5532.21,16,102,76,1698388.47
1893,18,373.71,14,101,14,6726.78
1894,42,2335.47,15,95,34,98089.73999999999
1895,49,927.5600000000001,7,97,33,45450.44
1896,129,3378.34,11,102,61,435805.86000000004
1897,1,19.58,11,11,1,19.58
1898,48,717.71,14,102,30,34450.08
1899,69,11276.8,4,101,62,778099.2
1900,56,8541.14,17,102,48,478303.83999999997
1901,852,11462.24,9,102,94,9765828.48
1902,21,1646.0,9,99,18,34566.0
1903,40,1152.32,11,98,25,46092.799999999996
1904,28,304.26,9,96,25,8519.279999999999
1905,81,1772.91,2,100,56,143605.71000000002
1906,163,8631.61,16,102,77,1406952.4300000002
1907,388,8939.5,16,102,75,3468526.0
1908,38,714.3100000000001,10,85,29,27143.780000000002
1909,22,546.99,11,97,20,12033.78
1910,26,741.83,4,88,20,19287.58
1911,124,1601.27,16,101,71,198557.48
1912,96,2256.45,12,100,62,216619.19999999998
1913,49,895.76,1,102,36,43892.24
1914,157,4075.9500000000003,6,102,83,639924.15
1915,28,485.8,13,102,19,13602.4
1916,150,2885.7,1,100,68,432855.0
1917,291,6788.0,2,102,100,1975308.0
1918,69,3012.49,13,101,39,207861.81
1919,100,4154.95,8,102,61,415495.0
1920,93,1927.74,16,102,53,179279.82
1921,104,1460.12,16,93,54,151852.47999999998
1922,113,3096.94,9,102,74,349954.22000000003
1923,167,4870.31,8,102,83,813341.77
1924,221,6225.45,16,102,80,1375824.45
1925,118,3019.2,10,96,60,356265.6
1926,73,2145.71,15,101,52,156636.83000000002
1927,98,5097.28,13,99,50,499533.44
1928,114,2328.37,5,102,79,265434.18
1929,62,4395.83,1,101,51,272541.46
1930,182,2674.9,14,99,66,486831.8
1931,101,2211.08,9,98,62,223319.08
1932,74,2678.78,5,102,45,198229.72
1933,85,2180.2200000000003,6,102,50,185318.7
1934,15,542.87,5,79,14,8143.05
1935,177,12371.26,17,102,76,2189713.02
1936,463,5029.86,5,102,86,2328825.1799999997
1937,158,6742.44,6,101,85,1065305.52
1938,28,1032.95,10,101,24,28922.600000000002
1939,75,3784.62,3,102,49,283846.5
1940,75,2392.72,7,101,59,179453.99999999997
